,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
HEROMOTOCO,0.797749690979176,0.7595498053176727,0.8288008565895718,-0.3909933608027322,0.8758478299346095,0.9453911232691923,0.6816250711483521,-0.7038645776906441,0.8461610769523505,0.9290761168241785,0.8836101303296204,0.8322364478466148,0.8736548776049755,0.9171437382006394,0.9146314638037982,0.7319376784339255,0.8491938564684754,0.8171292880868387,0.80514429510807,0.8723479917479994,1.0,0.9858014741995791,0.6744492530271042,0.777033209516448,-0.5211402278096873,0.8412331782252328,0.6582395239125275,0.7905718649749898,0.560499903067072,0.6572395722369796,0.8715373898168601,0.8924589518345641,0.20933282750298923,0.9313724777495543,0.8758564021384169,0.9345614277676054,0.7944377600355638,0.9235245099320458,0.7862266686928208,0.8774685663015246,0.9283031273416168,0.72771285990205,0.7827634610238301,0.9133837547115163,0.7695929611080393,0.830154735534415,0.31579632085241094,0.7990805210870996,0.9011019535316172,0.7971664105545354
HINDALCO,0.7898871631929021,0.759993920003393,0.821074067558705,-0.36518637417275174,0.8850950201894159,0.9220789818657148,0.687165166014854,-0.7061354761155898,0.8331106370278633,0.9229757324725053,0.870736612417927,0.8223777547550603,0.8543493068594952,0.9108983674399028,0.9149755988075388,0.734933365459076,0.8423426395256535,0.8242716226180936,0.8175730070165956,0.8807387442274984,0.9858014741995791,1.0,0.6600368624571125,0.7714228617634187,-0.526340013360626,0.8494568732914184,0.6645805620973013,0.801153481115715,0.5687992516147985,0.6653944927023648,0.8498758288639099,0.8766482257843294,0.17401832427737138,0.9257938502065572,0.8651524615225307,0.9269797717604873,0.8157335499101878,0.9130064319109672,0.7978302279344683,0.8662191985135265,0.9224612158755172,0.7285441178298618,0.7838217013283411,0.9177213210401355,0.7790739350829774,0.8291114773055069,0.33241742871485036,0.7903952351259753,0.9126762322151183,0.7925306402769428
HINDUNILVR,0.5685589228764943,0.46449811565604676,0.6145449764382658,0.07933768108276563,0.6031599903638541,0.684949771538943,0.5630087491517429,-0.43175886642055666,0.5681015088642625,0.6224409337054467,0.687102492073582,0.7852686103409833,0.7019321749124686,0.7226979506257998,0.6807538006898463,0.4711197211130357,0.6610839691699789,0.423942856924672,0.4323802289186331,0.6224124778172179,0.6744492530271042,0.6600368624571125,1.0,0.5160831863134726,-0.010715424153220559,0.4622447572683699,0.4760273952665139,0.42810740859326213,0.6849551480842391,0.3709590886709873,0.6117598464956077,0.7884448597466609,0.6643300198333603,0.6393524291369399,0.712877985062875,0.6382816581907118,0.5312787225375127,0.779651076184979,0.3687584016004013,0.6833612074287512,0.6374474201272704,0.6587672444579571,0.5841277534629372,0.6719522117375434,0.3618728145295306,0.5393223908001045,0.5403650445360774,0.5286359025900469,0.4952383938564723,0.5014381129768831
ICICIBANK,0.9358254863327671,0.9354401638483669,0.9368345510371634,-0.5925712761732941,0.8520074299309831,0.8497379623133477,0.7762631747364529,-0.8324828036127357,0.9312895334185656,0.876929766961291,0.9161822805474897,0.8883674373718322,0.9133864503463696,0.8650888921240795,0.8581248943517853,0.8852370817592394,0.9334768360926973,0.8827869012561756,0.82268167083409,0.8372790254513501,0.777033209516448,0.7714228617634187,0.5160831863134726,1.0,-0.7195855486377408,0.8145368823518009,0.8785072037761068,0.8652388502943661,0.4206404157642791,0.9279707447472123,0.9245798127174341,0.7960430527888922,-0.14737922850998808,0.8743624757510925,0.9090108413127784,0.8686520121521618,0.7973370855732724,0.8398923590596574,0.8886103002664346,0.9221283801845859,0.8743881444472783,0.7461366645165753,0.8443301444918514,0.8457061470403071,0.8605643055296524,0.9327155364127805,0.23461191620082023,0.8421041580973303,0.7157030905039465,0.9273620729438322
INDUSINDBK,-0.610850645715332,-0.6507299462914525,-0.5910697518596619,0.797806122165778,-0.5039520761856788,-0.47137558645218813,-0.44458392743555225,0.6513875740088574,-0.5870690044311858,-0.6323535787931224,-0.5194160810081402,-0.45057893651360825,-0.5384506943484543,-0.5594339796547856,-0.6155535659039402,-0.5983302626613972,-0.559385594144246,-0.7701809408730522,-0.6011425556277067,-0.6310670921324265,-0.5211402278096873,-0.526340013360626,-0.010715424153220559,-0.7195855486377408,1.0,-0.6841984976613419,-0.6189935454947993,-0.6419484200770296,-0.016363502161701664,-0.7029029205360602,-0.5715686563388497,-0.4549080697000181,0.5342656428947715,-0.6169164242595391,-0.5010092461150677,-0.617342199166863,-0.6104337371142139,-0.4307007176834971,-0.8024512227515898,-0.5283439415122962,-0.6292961009232946,-0.38320784998483914,-0.5075075383579251,-0.5976367224446035,-0.8194437235054919,-0.6478369124302057,0.1386769587697272,-0.4958805104998534,-0.5679600294828645,-0.6616510649806056
INFY,0.8185631327236902,0.8867075870823568,0.8683936841598506,-0.4751600999865108,0.807681978665305,0.8101334839999971,0.817230168636461,-0.8356422415774708,0.8670461016853855,0.9234113809825621,0.8498010517814308,0.7795621728685189,0.8396001521112998,0.8328197979463347,0.8968359566425554,0.8993060922960276,0.8566446985119681,0.9445874002569792,0.77689459939309,0.8965570156418892,0.8412331782252328,0.8494568732914184,0.4622447572683699,0.8145368823518009,-0.6841984976613419,1.0,0.8320901812318585,0.8324066652341825,0.4190269570822573,0.8224943724417336,0.8632618305511306,0.7632886879749177,-0.12630756109216656,0.9124822404242654,0.8432682297792483,0.9125440186747196,0.9205439539517036,0.772483948006311,0.9203357957411904,0.8596883191271153,0.9224354300102583,0.8214420218435367,0.8976514873211229,0.8842602899732979,0.9302533768730806,0.8997082730613789,0.3756839570818283,0.8681854610996964,0.9236284473992217,0.8783642079023275
ITC,0.8450550772025074,0.9359588227509811,0.8594796792441162,-0.4428695863790108,0.7752875932623265,0.7417228276549552,0.9039866595932622,-0.8222413901789485,0.830625508745066,0.7677965773178329,0.8175610501119372,0.8211910296819842,0.8301487035784832,0.757830938392043,0.7709793297875711,0.9269498873662427,0.8496581380154028,0.8637508615053859,0.7170207531513435,0.7830643673981862,0.6582395239125275,0.6645805620973013,0.4760273952665139,0.8785072037761068,-0.6189935454947993,0.8320901812318585,1.0,0.8799544394036107,0.38955333650440915,0.9196336247320404,0.8192526365415086,0.70945377199392,-0.15105358461900273,0.771061371739721,0.8274822840101684,0.7562115738342815,0.8577034718414424,0.7507021632481324,0.8522277487131695,0.834695014617125,0.7725574011760659,0.871711371687459,0.9186904987203632,0.7622336404702017,0.848815670708296,0.8480702608886383,0.48085335952165215,0.8424245174997342,0.7490320776339637,0.8387701760222374
JSWSTEEL,0.8277665796522373,0.9192726917641176,0.8258659952814821,-0.5583389759817495,0.8669473055368454,0.8419310191169251,0.8380133068814446,-0.8309892576991117,0.825337002987803,0.7752022505772747,0.8094224495671061,0.7661858518553388,0.8171733880850894,0.7694595880153751,0.7691379548110319,0.866565397408705,0.8168397148934972,0.8897030028802125,0.8359957905265185,0.7638855906171645,0.7905718649749898,0.801153481115715,0.42810740859326213,0.8652388502943661,-0.6419484200770296,0.8324066652341825,0.8799544394036107,1.0,0.40116965330797155,0.890462750706265,0.8224552183465001,0.7340509699254386,-0.15829637423305568,0.7775038550080045,0.8122241096053048,0.7688565078935999,0.8310435971623258,0.8264640512490139,0.870845415126603,0.8175649101352652,0.771047359005091,0.8239213679188483,0.8790943698496234,0.7670823071397116,0.8692893931647744,0.8343714477242049,0.3564709956409701,0.8319535217563822,0.8679433092558682,0.817212466243454
KOTAKBANK,0.46617505370119233,0.4076417477307334,0.4770442976210526,0.0729440453027061,0.5217335123368917,0.5394904339506644,0.5030878676997952,-0.33815979663035406,0.43882761307893015,0.5067098169704077,0.5337141149708369,0.6077012557207433,0.5409573199837728,0.6085627692908693,0.5369716249146268,0.3884826683747246,0.504178790730027,0.39638486224170816,0.39851498063501856,0.5410683283746187,0.560499903067072,0.5687992516147985,0.6849551480842391,0.4206404157642791,-0.016363502161701664,0.4190269570822573,0.38955333650440915,0.40116965330797155,1.0,0.34067977547555395,0.46567255245737743,0.6481925007123133,0.47665033686362945,0.52495810136116,0.5671561569272675,0.5188784943164237,0.5226196750593459,0.6218888113172159,0.37322927644789405,0.5404118363592955,0.5153411417143209,0.5653075377900286,0.4887156374044661,0.5579304103295796,0.3391891313579005,0.41502391997223353,0.4602676527840989,0.43014825631842724,0.48889102750881813,0.3697159494528266
LT,0.8970203257581985,0.9504206290612086,0.8811666793637287,-0.567830412952089,0.7870060226109944,0.7434749553973417,0.8382191561141522,-0.832603746066318,0.8700941130377831,0.7813677342863068,0.8289478163028411,0.7952568031529075,0.8326518755112384,0.7540098248701615,0.771372467499148,0.9187484451214083,0.8577971235498828,0.8774472998002447,0.7830987118000796,0.7788092686433475,0.6572395722369796,0.6653944927023648,0.3709590886709873,0.9279707447472123,-0.7029029205360602,0.8224943724417336,0.9196336247320404,0.890462750706265,0.34067977547555395,1.0,0.8492683416087518,0.6833224742558365,-0.29140865025944246,0.7847713968236639,0.8331646066145908,0.7703516022374847,0.8200891668921725,0.7360689928676958,0.8894903633821263,0.8416769335595395,0.7765156217712162,0.7791350352355797,0.8689710851709456,0.766253991526593,0.8735804876952612,0.8840424910855941,0.2746194212675082,0.8248915674466925,0.7172304368035121,0.8851253856242118
M&M,0.9361150675250539,0.9096026604607134,0.9731231548964332,-0.44903954010177527,0.8852058726576187,0.9447727344244699,0.7827742539577358,-0.7929481578656191,0.9920130554822676,0.9443848286615859,0.9815355501214528,0.9246003090460437,0.9667706204344441,0.8856107406377395,0.9039958309648023,0.9132942040605542,0.9777983457961116,0.8399702251557942,0.8472874261557577,0.8610749644576402,0.8715373898168601,0.8498758288639099,0.6117598464956077,0.9245798127174341,-0.5715686563388497,0.8632618305511306,0.8192526365415086,0.8224552183465001,0.46567255245737743,0.8492683416087518,1.0,0.831805938366188,0.017523188602033366,0.9405707115904612,0.9694682051817348,0.9417575469619223,0.7823916668294987,0.8933937404919332,0.8246140286217036,0.981271025120922,0.9396831865986799,0.7750148218866957,0.8881480336038898,0.8992326218425691,0.7942103637602267,0.9692271256662753,0.29846532006150633,0.9192711202257484,0.787071892326169,0.9591925994290811
MARUTI,0.8151055728134946,0.7511325012644339,0.8151600503956166,-0.3417333768223853,0.7931940286054945,0.8664466058265315,0.748205782801513,-0.6900710803013458,0.7949131983028837,0.873117069960141,0.8668821267155976,0.8878432692645286,0.8902269208408311,0.942707785329535,0.9026703941225269,0.7123282191774453,0.8446034936568692,0.783587410167509,0.6703015140456597,0.8650759599308898,0.8924589518345641,0.8766482257843294,0.7884448597466609,0.7960430527888922,-0.4549080697000181,0.7632886879749177,0.70945377199392,0.7340509699254386,0.6481925007123133,0.6833224742558365,0.831805938366188,1.0,0.3506986995833708,0.8897030630857387,0.8869165206775258,0.8901250193054165,0.8138792016764796,0.9102886622473315,0.7563799409703827,0.8650948434437453,0.8839562181943904,0.7925242682829139,0.795821763188095,0.9135207236132898,0.7395928220680188,0.7724092107229941,0.4359503925764624,0.7371827421888603,0.7772429829916662,0.7419818706833454
NESTLEIND,-0.03884237575929214,-0.18427526032313746,-0.025211006278982376,0.4459395531899111,0.03550804754079536,0.17070294645045772,0.0455438577622835,0.18543979167248384,-0.04807425972647223,0.0458136717646205,0.09280013426476286,0.21204644867528466,0.12864515174747634,0.1943210871505325,0.11810056123119955,-0.17353105625724696,0.040106455877648155,-0.18897248764562485,-0.15179224775976458,0.044068738274669804,0.20933282750298923,0.17401832427737138,0.6643300198333603,-0.14737922850998808,0.5342656428947715,-0.12630756109216656,-0.15105358461900273,-0.15829637423305568,0.47665033686362945,-0.29140865025944246,0.017523188602033366,0.3506986995833708,1.0,0.07388120247625438,0.13120907052062175,0.08515293100390019,-0.029832069986990457,0.2637298278936264,-0.2464722495873713,0.08217282857370761,0.06671874290022416,0.16030196495421983,-0.0016944157032266177,0.12898826023959412,-0.24995719993497328,-0.11909699469116518,0.3940902558654551,-0.04766779582386357,0.01780123681713581,-0.15306568727143094
NTPC,0.8889299008586433,0.8596919079623593,0.9230290207863671,-0.40849594602034583,0.8495460910839475,0.9087612473266802,0.7624854855466225,-0.7663657658263076,0.934341231073873,0.9944480339486498,0.9495690776474907,0.900355741495139,0.9286506138503287,0.9579606058479279,0.9709976780829652,0.847165277902916,0.9318150444025418,0.8888054172188387,0.7913027729731567,0.942600296574131,0.9313724777495543,0.9257938502065572,0.6393524291369399,0.8743624757510925,-0.6169164242595391,0.9124822404242654,0.771061371739721,0.7775038550080045,0.52495810136116,0.7847713968236639,0.9405707115904612,0.8897030630857387,0.07388120247625438,1.0,0.9382317142449665,0.9938243629422304,0.8711028100748689,0.88179167354446,0.879269030714853,0.9468254450147031,0.9944083146851159,0.7718497599639084,0.8573379627738476,0.9731269997144756,0.8488584644756143,0.9215168450000167,0.32380777728560145,0.8751756969705632,0.8550262507454507,0.8988012099968562
ONGC,0.9349052292886602,0.8937532321743744,0.9665526581246647,-0.3624432135756974,0.8989631225517417,0.942138050713304,0.8210185103212145,-0.7894496294800813,0.9590127822296006,0.9320082839070326,0.9883063305864221,0.9659583444611163,0.9777630612844833,0.9261552270540783,0.9192496950901726,0.8945816612551574,0.9814122694759682,0.8198111275254824,0.8147934938342996,0.879385440362453,0.8758564021384169,0.8651524615225307,0.712877985062875,0.9090108413127784,-0.5010092461150677,0.8432682297792483,0.8274822840101684,0.8122241096053048,0.5671561569272675,0.8331646066145908,0.9694682051817348,0.8869165206775258,0.13120907052062175,0.9382317142449665,1.0,0.9370588630609753,0.8211458716553988,0.9363390727134362,0.7989129548221636,0.9891496622530991,0.9342110716769833,0.8319487023204793,0.9105867075485904,0.9170614675616524,0.7675026593464895,0.9410074323728361,0.40826656937041295,0.8966924237387567,0.7874396790400439,0.9194260755334143
POWERGRID,0.8816551944110577,0.8458103565617362,0.91864928729803,-0.4323414340044048,0.8540774642249189,0.9109519267909739,0.7440690303440475,-0.7658474799770097,0.9310773786964387,0.9932692465178139,0.9453601089418748,0.8891739727918363,0.9288216182658756,0.9490398074702268,0.9652267707018997,0.8403117478503899,0.9320509204920464,0.8788747298640895,0.797286091892444,0.9304697574961054,0.9345614277676054,0.9269797717604873,0.6382816581907118,0.8686520121521618,-0.617342199166863,0.9125440186747196,0.7562115738342815,0.7688565078935999,0.5188784943164237,0.7703516022374847,0.9417575469619223,0.8901250193054165,0.08515293100390019,0.9938243629422304,0.9370588630609753,1.0,0.8570101693685737,0.8806578192334775,0.8672934747774838,0.9435928944201671,0.9938703805024479,0.7597429602219237,0.8489161578786093,0.9692987862245108,0.838837917438399,0.92225709986498,0.3125283497379523,0.8623690003545891,0.855910299523498,0.9007186777873292
RELIANCE,0.7887732186475872,0.878756906244284,0.8107782391104243,-0.3772898312796195,0.7688451055062464,0.7526987328850224,0.8671744362190213,-0.8029960189394869,0.787198001680632,0.8614964367893609,0.811043850572899,0.7914083555263064,0.8035770869760099,0.8686787812150061,0.8677273170290862,0.850781925995126,0.8080980174844016,0.9307618067156156,0.6706123195259411,0.8924010019346188,0.7944377600355638,0.8157335499101878,0.5312787225375127,0.7973370855732724,-0.6104337371142139,0.9205439539517036,0.8577034718414424,0.8310435971623258,0.5226196750593459,0.8200891668921725,0.7823916668294987,0.8138792016764796,-0.029832069986990457,0.8711028100748689,0.8211458716553988,0.8570101693685737,1.0,0.7708522194585663,0.9161405559238842,0.8216775930512844,0.8706575005437246,0.8811387305442689,0.9042860984209825,0.8697302953445826,0.9054687368632662,0.8034538738164424,0.5083456736377597,0.8298367039137496,0.8886758293527285,0.7724613179861013
SBILIFE,0.8689981815944392,0.806277275631278,0.8859605465679983,-0.32984363893267693,0.9177109930221122,0.9572964555851691,0.7788244932090544,-0.7312404889964353,0.868637533550571,0.8725221845680455,0.9242806263980387,0.9256448090171804,0.9335619190180692,0.9041828871609529,0.8907715521247717,0.7886250403119098,0.9101290123415907,0.7650567088896268,0.8235036591248854,0.8532536930671578,0.9235245099320458,0.9130064319109672,0.779651076184979,0.8398923590596574,-0.4307007176834971,0.772483948006311,0.7507021632481324,0.8264640512490139,0.6218888113172159,0.7360689928676958,0.8933937404919332,0.9102886622473315,0.2637298278936264,0.88179167354446,0.9363390727134362,0.8806578192334775,0.7708522194585663,1.0,0.7278504490674401,0.9246096050920032,0.8755599458505223,0.803300220400448,0.8400768413002033,0.878802785920932,0.7156588900506756,0.8562914204871359,0.4265600112870089,0.8060339222277585,0.8135660575961506,0.8273486765649044
SBIN,0.8275787625538612,0.9175894449478275,0.8276319429119107,-0.6247016906660978,0.7578588893962631,0.7577925332313669,0.7818984773365092,-0.8408809807209788,0.8388323131291168,0.8807047713905992,0.8126202771256329,0.7467826596136476,0.7966728287316795,0.8508432131632636,0.855680047892757,0.850601026177954,0.8113873159566567,0.9847535929627945,0.7330137317720001,0.8689253441016782,0.7862266686928208,0.7978302279344683,0.3687584016004013,0.8886103002664346,-0.8024512227515898,0.9203357957411904,0.8522277487131695,0.870845415126603,0.37322927644789405,0.8894903633821263,0.8246140286217036,0.7563799409703827,-0.2464722495873713,0.879269030714853,0.7989129548221636,0.8672934747774838,0.9161405559238842,0.7278504490674401,1.0,0.8177455886246525,0.8778196742586392,0.7689520640610326,0.8375541082661968,0.8514223082937917,0.9719714510435585,0.8493116590579275,0.24755048617452216,0.8282255138908677,0.8469292452843392,0.8331543080386671
SHRIRAMFIN,0.9351299557120656,0.911168932798248,0.9779899171446719,-0.377581437065817,0.9014423255653561,0.94585727405335,0.8167378254321459,-0.796816745451573,0.9767108428388173,0.9462045151259642,0.9945363780210651,0.9614790810862749,0.9751326396313792,0.9204781569152412,0.9203678239857049,0.9108414981632029,0.9869422120713159,0.8385563246455184,0.8265438383874597,0.8870215329196356,0.8774685663015246,0.8662191985135265,0.6833612074287512,0.9221283801845859,-0.5283439415122962,0.8596883191271153,0.834695014617125,0.8175649101352652,0.5404118363592955,0.8416769335595395,0.981271025120922,0.8650948434437453,0.08217282857370761,0.9468254450147031,0.9891496622530991,0.9435928944201671,0.8216775930512844,0.9246096050920032,0.8177455886246525,1.0,0.9457455262439538,0.8218347429108392,0.9113376332431554,0.9131792747962328,0.7841887835987332,0.9580037710330107,0.3870617547076341,0.9225875971151629,0.7934722110968813,0.9372755222842251
SUNPHARMA,0.8772162249309869,0.8578486394771659,0.9244893023705258,-0.4202162195946147,0.8455094139669905,0.9039321194352559,0.7550911348620628,-0.7815419399760882,0.9315698392921175,0.9967466597821975,0.9466601264579085,0.8969512739213178,0.9297140026959044,0.9506343675346001,0.9708970014376574,0.851394405314285,0.9331327347320256,0.8932717517952568,0.7855688195671623,0.9415021968933508,0.9283031273416168,0.9224612158755172,0.6374474201272704,0.8743881444472783,-0.6292961009232946,0.9224354300102583,0.7725574011760659,0.771047359005091,0.5153411417143209,0.7765156217712162,0.9396831865986799,0.8839562181943904,0.06671874290022416,0.9944083146851159,0.9342110716769833,0.9938703805024479,0.8706575005437246,0.8755599458505223,0.8778196742586392,0.9457455262439538,1.0,0.7733471116528947,0.8600839754686879,0.9660150061318742,0.8524085026167972,0.9255879875895304,0.32538603430572594,0.876691383964009,0.8572736241519862,0.9017016791724963
TATACONSUM,0.7591272212179282,0.8650100663448669,0.7975586859479008,-0.25141337714550566,0.7473281772607314,0.7761833453824789,0.9275152135843304,-0.8048983086039976,0.7643050123203694,0.7604920279324479,0.810831047784258,0.8354207156551922,0.8204670305647281,0.8000077138939057,0.7760836828300255,0.855678483445583,0.8049613041112934,0.8162894021783873,0.6072495595543175,0.783928612945563,0.72771285990205,0.7285441178298618,0.6587672444579571,0.7461366645165753,-0.38320784998483914,0.8214420218435367,0.871711371687459,0.8239213679188483,0.5653075377900286,0.7791350352355797,0.7750148218866957,0.7925242682829139,0.16030196495421983,0.7718497599639084,0.8319487023204793,0.7597429602219237,0.8811387305442689,0.803300220400448,0.7689520640610326,0.8218347429108392,0.7733471116528947,1.0,0.9379199575809464,0.7685137331696412,0.7711316036346968,0.7560113581719293,0.6546402144692143,0.8445507676345694,0.8129832631180594,0.7177518567266548
TATAMOTORS,0.8579261777536902,0.9418871568664948,0.9062466719720446,-0.34243072534562796,0.8395855984078203,0.8501857725576398,0.9283663055080328,-0.846996535095212,0.8870989143155379,0.8531114892284885,0.901115692518542,0.8785457495011717,0.8960715675277201,0.8324462039836611,0.8416135167284658,0.9562221168851663,0.9060749797019212,0.8725112491730129,0.7481366533255049,0.8414187386559758,0.7827634610238301,0.7838217013283411,0.5841277534629372,0.8443301444918514,-0.5075075383579251,0.8976514873211229,0.9186904987203632,0.8790943698496234,0.4887156374044661,0.8689710851709456,0.8881480336038898,0.795821763188095,-0.0016944157032266177,0.8573379627738476,0.9105867075485904,0.8489161578786093,0.9042860984209825,0.8400768413002033,0.8375541082661968,0.9113376332431554,0.8600839754686879,0.9379199575809464,1.0,0.8397453685701737,0.8301518749633487,0.8866554028709182,0.5534706040193974,0.928870643214178,0.8539333075530688,0.8609707098869316
TATASTEEL,0.8803648098999164,0.815022612342871,0.894758186803841,-0.36694948971458463,0.8376428116600996,0.8711914908327357,0.7789303721279569,-0.7212729841149749,0.8853954576876928,0.9604110476028209,0.9112357089856391,0.893440118828135,0.9148379553597402,0.9488504693872565,0.970558624935278,0.8148533005938519,0.9083911226321736,0.8567312439932951,0.7799016400450862,0.9461866139264077,0.9133837547115163,0.9177213210401355,0.6719522117375434,0.8457061470403071,-0.5976367224446035,0.8842602899732979,0.7622336404702017,0.7670823071397116,0.5579304103295796,0.766253991526593,0.8992326218425691,0.9135207236132898,0.12898826023959412,0.9731269997144756,0.9170614675616524,0.9692987862245108,0.8697302953445826,0.878802785920932,0.8514223082937917,0.9131792747962328,0.9660150061318742,0.7685137331696412,0.8397453685701737,1.0,0.8335973320743751,0.8861852492729876,0.3561339437492713,0.802891030149958,0.8417230012719666,0.8679673043673211
TCS,0.8016821234175019,0.8913700122523622,0.8073506925798952,-0.6361268845251264,0.736788627399404,0.7325089895555038,0.7857064816330346,-0.8405031133911243,0.8037773535259363,0.8528016576751017,0.7771724005865183,0.7230700179803575,0.7797194841305005,0.813194512775976,0.8474318823351376,0.8376050936588076,0.7866059002012524,0.9792015971572107,0.7262236524039808,0.856643401384276,0.7695929611080393,0.7790739350829774,0.3618728145295306,0.8605643055296524,-0.8194437235054919,0.9302533768730806,0.848815670708296,0.8692893931647744,0.3391891313579005,0.8735804876952612,0.7942103637602267,0.7395928220680188,-0.24995719993497328,0.8488584644756143,0.7675026593464895,0.838837917438399,0.9054687368632662,0.7156588900506756,0.9719714510435585,0.7841887835987332,0.8524085026167972,0.7711316036346968,0.8301518749633487,0.8335973320743751,1.0,0.83912278693605,0.25995996366459245,0.7889719799211401,0.8496710533361812,0.8283851487713432
TECHM,0.9376605899159388,0.9166448648069723,0.9804096673618149,-0.47097458403100906,0.8984319770194069,0.8917209130416548,0.7847142979689695,-0.8213143436542346,0.97752993418329,0.9315569989202621,0.951004078974156,0.8973303421177512,0.9386879447445667,0.8423762415607398,0.9012077058011106,0.9388510776138892,0.9714497254048021,0.8617554265718909,0.8910691146200296,0.8732972551217688,0.830154735534415,0.8291114773055069,0.5393223908001045,0.9327155364127805,-0.6478369124302057,0.8997082730613789,0.8480702608886383,0.8343714477242049,0.41502391997223353,0.8840424910855941,0.9692271256662753,0.7724092107229941,-0.11909699469116518,0.9215168450000167,0.9410074323728361,0.92225709986498,0.8034538738164424,0.8562914204871359,0.8493116590579275,0.9580037710330107,0.9255879875895304,0.7560113581719293,0.8866554028709182,0.8861852492729876,0.83912278693605,1.0,0.28320558291326176,0.8898265740925292,0.7942111564055565,0.9907732518771919
TITAN,0.29688378082579125,0.38112964465038873,0.3435747209813096,0.2573798329661307,0.3492458659012672,0.3454501248301044,0.6111417327106339,-0.2977802319297496,0.2842944754384614,0.3029892098199498,0.3742872388682727,0.4384637114894864,0.37260988206748846,0.3780715280323964,0.34324456014232124,0.42251524550311337,0.3748635255609993,0.3092194777951311,0.174021274880566,0.3720920765504152,0.31579632085241094,0.33241742871485036,0.5403650445360774,0.23461191620082023,0.1386769587697272,0.3756839570818283,0.48085335952165215,0.3564709956409701,0.4602676527840989,0.2746194212675082,0.29846532006150633,0.4359503925764624,0.3940902558654551,0.32380777728560145,0.40826656937041295,0.3125283497379523,0.5083456736377597,0.4265600112870089,0.24755048617452216,0.3870617547076341,0.32538603430572594,0.6546402144692143,0.5534706040193974,0.3561339437492713,0.25995996366459245,0.28320558291326176,1.0,0.4235970691309359,0.4262038800096366,0.24478188096708342
TRENT,0.8266755039238146,0.9386238291076247,0.895264060818542,-0.36024977833592936,0.8087603402410477,0.8826572415020855,0.8202820271674919,-0.7933301474458158,0.9303368598346394,0.8815634948346696,0.9250817806566549,0.8441999315228719,0.8711152143872064,0.8287184705514212,0.8118680891337294,0.9205125350956694,0.8941327442628895,0.860303311246068,0.7291187309019774,0.8016630819913779,0.7990805210870996,0.7903952351259753,0.5286359025900469,0.8421041580973303,-0.4958805104998534,0.8681854610996964,0.8424245174997342,0.8319535217563822,0.43014825631842724,0.8248915674466925,0.9192711202257484,0.7371827421888603,-0.04766779582386357,0.8751756969705632,0.8966924237387567,0.8623690003545891,0.8298367039137496,0.8060339222277585,0.8282255138908677,0.9225875971151629,0.876691383964009,0.8445507676345694,0.928870643214178,0.802891030149958,0.7889719799211401,0.8898265740925292,0.4235970691309359,1.0,0.8118567626724613,0.8620714044944136
ULTRACEMCO,0.732625026442416,0.8071641537829496,0.7722914992548925,-0.39944139503877396,0.8410231349902455,0.8376915411092346,0.7861278307018635,-0.7591617080170724,0.7777434011610732,0.8566584901252124,0.786181601721007,0.7220556489743957,0.7825955643876308,0.8072734203528724,0.8429250983193082,0.8032787935355689,0.7771638776390238,0.878489095291671,0.7849286864658537,0.84122572710717,0.9011019535316172,0.9126762322151183,0.4952383938564723,0.7157030905039465,-0.5679600294828645,0.9236284473992217,0.7490320776339637,0.8679433092558682,0.48889102750881813,0.7172304368035121,0.787071892326169,0.7772429829916662,0.01780123681713581,0.8550262507454507,0.7874396790400439,0.855910299523498,0.8886758293527285,0.8135660575961506,0.8469292452843392,0.7934722110968813,0.8572736241519862,0.8129832631180594,0.8539333075530688,0.8417230012719666,0.8496710533361812,0.7942111564055565,0.4262038800096366,0.8118567626724613,1.0,0.758541468912421
WIPRO,0.9372019817928023,0.9011437312114061,0.9695510384710255,-0.49202482327660074,0.8778222484155738,0.8645309454273243,0.7669163029794425,-0.7924592868273576,0.9686043107497558,0.9089651764078973,0.9283722547715468,0.8731550727124142,0.9212833797193006,0.807941662141653,0.8793550692306727,0.9302571707695874,0.9581753561015526,0.8399001771977979,0.8885326576062538,0.8513289914828853,0.7971664105545354,0.7925306402769428,0.5014381129768831,0.9273620729438322,-0.6616510649806056,0.8783642079023275,0.8387701760222374,0.817212466243454,0.3697159494528266,0.8851253856242118,0.9591925994290811,0.7419818706833454,-0.15306568727143094,0.8988012099968562,0.9194260755334143,0.9007186777873292,0.7724613179861013,0.8273486765649044,0.8331543080386671,0.9372755222842251,0.9017016791724963,0.7177518567266548,0.8609707098869316,0.8679673043673211,0.8283851487713432,0.9907732518771919,0.24478188096708342,0.8620714044944136,0.758541468912421,1.0
